Q09666	6.17E-05
Q15149	0.065717894
Q14204	-0.380016022
P21333	-0.550403847
O75369	0.075452993
P35579	0.005165342
Q13813	0.05281004
P78527	-0.049645165
Q00610	0.124321172
P49327	-0.18050997
Q01082	0.009351022
P05783	-0.100885839
Q9Y490	-0.005680069
P46940	0.010718602
P15924	-0.290080085
P10809	-0.119272287
O43707	0.073391174
O75643	-0.095009344
P58107	0.408575249
Q99ZW2	-0.423810663
P05787	0.101060237
P42704	-0.21028946
P49792	0.043209718
P08238	-0.517377168
Q14789	0.150738735
P07900	-0.481646233
P11142	-0.461653232
Q9UPN3	-0.277408883
Q14980	0.140322621
P0DMV9	0.212302013
P68104	-0.355365213
Q92598	-0.488265671
Q7Z6Z7	-0.037591208
P29401	0.276051003
P12814	-0.094869237
P22314	0.028021957
P07814	0.01961852
Q6P2Q9	-0.054050906
P27708	-0.060215898
Q92616	-0.024318874
P46013	-0.617242781
Q7Z406	0.654417565
P04406	-0.143886776
P98088	-0.135301682
O00410	-0.545145947
Q5T4S7	-0.158016727
Q13085	-0.133120266
Q8WXH0	0.238495519
P55072	-0.21265231
Q08211	0.013179568
P02533	0.061803058
P06733	-0.226905666
P60709	-0.089923304
P63261	-0.089923304
Q9NZM1	-0.280988054
P06576	0.089462332
P13639	-0.12798292
P13010	0.140063456
P68371	-0.045370122
P11216	-0.045357862
P34932	-0.186760847
P05023	-0.13753667
P16144	0.059639316
P11021	0.028065152
P12270	0.035418498
Q86UP2	0.462223392
Q5VTE0	-0.354842717
Q14573	0.42077294
P14625	-0.057571641
P14618	0.204922894
P13667	0.04451379
P38646	-0.090284472
P07437	-0.12248919
P35221	0.004201348
Q9Y6R7	-0.269534746
Q9NYU2	0.298746377
P78371	-0.345526733
O60437	0.361512356
P53621	0.152163524
P68363	
Q9C0C2	0.228619653
P41252	-0.044818504
Q9NU22	-0.208631587
P04844	0.251316308
P14866	0.02518251
P09874	-0.086250306
P08727	0.273162126
Q71U36	
P52272	0.028199467
P06744	-0.10661364
Q14008	-0.245311867
P15311	-0.248437265
P04350	0.349266803
O75533	0.01400261
P02545	0.000757325
Q14839	0.077977411
P04075	-0.067931563
P11388	-0.469418132
P18206	-0.071835041
Q9BQE3	-0.152391527
P26038	0.129541508
Q9P2E9	0.314029972
Q04695	0.205431711
Q02218	0.086793986
P49321	-0.007420914
Q04637	-0.314633732
P48643	-0.248616553
Q9Y4L1	-0.120808658
Q15393	-0.000806465
P11413	0.318944621
Q86VP6	0.086488015
Q7KZF4	-0.066821258
Q9UM54	0.240914721
Q99832	-0.243862403
O60841	-0.161583131
P30101	0.127354554
P55060	-0.252167466
P53618	0.137499508
Q9NR30	-0.547981743
P46939	-0.253368615
Q92614	0.103045511
Q01813	-0.448553091
P40939	0.428035945
P68366	-0.045405583
P16615	0.021609149
P13647	-0.657107388
P00533	-0.496149649
P33176	0.016816345
P53396	-0.131440218
P49368	-0.27036066
Q00839	0.00582554
P49588	-0.184069565
P26599	0.104267036
P00558	-0.111428711
Q15029	-0.119158541
Q92900	0.034717504
Q13200	-0.505875783
P17987	-0.164443058
P11717	-0.453122263
P31939	0.218796033
O60716	0.053619174
P78347	0.0903763
O60506	-0.176091572
O00468	0.027764337
P23229	-0.009402526
Q13748	
P55265	0.004518963
P35606	0.214011156
O15020	0.104313148
Q16531	-0.130788734
P50851	0.296771782
P60842	-0.242891213
P35580	0.348244795
P14923	-0.209951518
P51610	0.020593118
P27797	0.135657056
Q00341	-0.031659087
Q03001	-0.217588438
Q5JPE7	0.145299553
Q14690	-0.096631345
P00352	0.109289331
P43490	0.255697888
Q9Y678	0.173285646
Q9NVP1	-0.210634181
P12277	-0.046073545
Q9UQE7	-0.010838671
P09211	0.124947832
Q9BVA1	-0.646767785
Q14974	-0.271036856
Q9NR09	-0.148437686
P22102	-0.259449332
Q13263	0.127781081
Q9UDY2	0.231046192
P33991	-0.174898539
Q5JRA6	0.116209205
Q9P2J5	-0.069977358
P52895	0.598433426
A5YKK6	-0.005443176
P69849	0.169925001
P35658	0.016259338
Q04828	0.491603443
Q63HN8	0.34120549
Q14697	0.13819509
Q99798	0.390419944
O14980	-0.018764391
P11586	-0.163239401
P06737	-0.531401229
P07237	0.14652493
P35241	-0.227744483
P21980	-0.346622108
Q15075	-0.050333329
O75083	-0.016516918
P26639	-0.035790888
Q14683	0.047229308
A6NHR9	0.05021183
O75694	0.047917461
O60701	-0.131241332
Q12931	-0.173796811
P02538	-0.032584209
Q13885	-0.355094959
P27816	-0.10716849
O94826	0.069219171
O60763	0.114293805
P22626	0.066806784
Q16881	0.187481731
Q12888	0.377379282
P31150	0.266124531
Q6PEY2	
Q15155	0.824913293
P52209	0.412848108
P23921	-0.210139315
P51659	0.330379267
P07384	0.138474709
P63010	-0.015647605
Q92621	0.015939369
Q12906	-0.015818798
O15031	0.114402626
P49915	-0.168601922
Q9Y520	-0.180810093
Q08J23	-0.15740022
O95602	-0.005469807
P55786	0.045467672
Q92896	0.621655484
Q8IVF2	0.197630609
P04259	-0.288179304
P40227	-0.255935354
Q14764	0.833718742
P25205	-0.121209409
Q9UQ35	-0.052990826
P50395	0.204053322
P35900	0.001746816
Q06210	0.089330723
Q13045	-0.104146958
O60610	0.062538483
Q15181	-0.169604527
O95373	-0.294993566
P98160	-0.001991298
O75153	-0.27085391
O75691	-0.155602452
P25705	0.140734972
P21796	-0.241804131
P50991	-0.230189508
P12956	0.106131514
O00159	0.249026032
Q96TA1	-0.09282659
P19338	-0.202767555
P29144	-0.02218884
Q10567	0.163498732
P49748	0.660141757
Q9Y4A5	0.011670687
P08779	0.043218226
Q14166	-0.375052443
P20700	0.2930393
O95071	-0.232783371
Q5VYK3	-0.331839315
P19012	0.982632254
P26368	0.095573103
Q9Y4K1	0.37866591
Q16658	-0.367667645
Q9H0A0	-0.163865062
P13796	-0.136897817
P31040	-0.007614111
P08195	-0.262927488
P07954	-0.019481389
P26640	-0.177049918
P63244	-0.080322988
Q05639	-0.513354166
P48668	
P13797	0.288324381
P31948	-0.301642327
Q8N3C0	-0.138212639
P50990	-0.175167536
Q68CZ2	-0.121527365
P42166	-0.005997078
Q92499	0.037145183
P54886	-0.009749993
P41250	-0.319282194
P24928	-0.015921437
P11940	-0.358494927
P31930	0.078520706
Q12802	0.102385545
P06396	0.727059326
P04843	0.21659832
P49411	0.140778311
P52701	-0.143217833
O95757	-0.795844451
Q7L014	-0.029818235
P16435	-0.039209718
Q8WYP5	-0.054037639
Q9H583	-0.168614549
P50570	0.139891542
Q02880	0.285896879
P17655	-0.29258915
Q5UIP0	-0.408286909
Q13428	-0.134647413
P42330	0.155457394
Q15046	-0.107192845
O75165	0.146171586
Q8TEQ6	-0.396192351
P17980	-0.219952683
P48147	0.237585334
Q15365	-0.142415532
P36776	0.060320435
P49257	0.283737165
Q5JRX3	0.071974554
P00390	0.304918439
P35573	0.075881235
A0AVT1	0.051261489
P56192	-0.053935942
Q13751	-0.187917781
Q1KMD3	0.237569203
P15144	-0.332809901
P26196	-0.073488069
Q99460	-0.184114233
Q8WWI1	0.735069901
P05091	-0.185560979
Q13435	-0.025225976
P37802	0.063956094
Q14203	0.029039078
P13646	-0.02673116
Q8TCS8	-0.149529404
O75874	0.405339549
Q9Y3I0	0.010696825
Q99996	0.317085041
P07339	0.913362393
P54136	0.014055434
Q92945	0.05299779
P21964	0.231353572
Q709C8	0.6663901
Q14258	0.023735803
P60174	0.006198708
Q92878	0.13371386
Q13177	-0.325008761
Q14240	0.640972887
Q15437	0.223379906
Q9NY33	0.307147937
P28331	0.206036845
Q96AE4	-0.030081064
P20810	0.142494267
Q14669	-0.101408995
Q27J81	-0.077418031
P33993	-0.146994758
P54578	-0.117293767
O43390	-0.024394789
Q15021	-0.575698436
Q12905	0.065452785
P49736	-0.153916035
Q14126	-0.538853054
Q6ZRV2	0.395221615
P30084	0.334465644
Q13423	0.521818739
P13804	0.49512039
Q96RS6	0.003828895
Q9BY44	-0.163494558
P49790	0.020424818
P07195	-0.217115057
Q9H4M9	-0.122422103
Q9NSE4	0.032766367
Q9NZB2	0.037799031
P43246	-0.113940474
P02786	-0.384314679
Q9Y4W6	0.154196249
Q14157	-0.039922167
Q15459	0.012378813
P34897	0.000627041
Q9HC35	0.285052662
P26358	-0.261194992
O95202	-0.093076702
Q9BQG0	-0.246979703
P61221	-0.156221173
P34931	0.00421841
O94979	0.371936527
O43143	-0.025532112
Q16891	0.116225686
Q29RF7	-0.08798278
P52907	0.097087773
P09622	-0.008158664
P17844	-0.355640979
Q9UBT2	-0.101475215
P52788	0.158817116
Q13310	0.1331352
P17858	0.04166495
O95347	-0.551351043
P55084	0.519552485
Q07157	-0.167463338
P49454	-0.180394863
P33527	0.375955045
Q9H0D6	-0.102363773
P55196	0.020226593
Q92817	0.228279264
Q14651	0.032057773
P45974	0.072929919
Q9BUJ2	0.197245812
O00571	-0.26205032
P09327	-0.05649308
A3KMH1	0.079956866
Q99873	-0.129295956
P04083	2.058769663
O00267	0.118557083
O60313	-0.040208608
P26641	-0.439238349
P42285	-0.181659472
Q93009	0.030771428
Q92841	0.092315942
Q8IWJ2	0.1596491
Q96KP4	0.028299411
O95831	0.266828255
P53992	0.192275109
P23526	-0.304927522
P12268	-0.762578073
O95782	0.10873736
P60228	-0.197457865
O00299	0.111493359
P49589	-0.190926403
Q8TEM1	-0.004368177
P36952	0.900678241
P07355	0.131369372
P15121	0.240213799
P18583	-0.015866867
Q8WUM4	0.001345003
P46821	-0.099454044
P08729	0.18112437
Q08379	0.265462972
O43795	0.058301282
Q07065	0.046678947
P39023	-0.036567903
O43852	0.364573345
P31943	-0.246530285
P43243	-0.053962144
Q12769	0.05109515
P49750	0.143977412
P28838	-0.08572771
P00338	-0.26130672
O00567	-0.106689422
Q9UHB6	0.029577927
O43290	-0.078196498
Q13439	-0.204943503
P47897	0.036909617
Q16181	0.177183599
P11498	0.023981323
P08243	-0.856986907
Q15019	0.159699999
Q16706	0.221362768
Q32MZ4	-0.177198171
Q02790	-0.164657614
Q9Y5B9	-0.015590068
Q06830	0.052986832
P09960	0.137681577
P42765	0.201066608
P08758	-0.214495318
P23246	0.093925108
Q9UMS4	-0.032723928
O60306	0.067325856
P40763	0.157113976
Q9UHB9	-0.238659933
Q09161	-0.039184481
Q9Y2A7	0.14719525
P61978	-0.010408705
Q93008	0.173871905
P47755	0.173563579
O15027	0.317443319
P62258	0.168729623
P23528	-0.039621969
P07942	0.187243267
P20290	-0.298217125
P31689	-0.160464672
O75367	0.250730155
Q16555	0.01534097
P35222	-0.22886666
Q03701	-0.155951272
P28340	0.074000581
P55209	-0.577885
P08237	-0.26154761
O00151	0.204804177
Q6PGP7	0.123573368
O75534	-0.192139326
O15371	-0.242497067
Q9BSJ8	0.116888442
Q99459	-0.030799065
Q01780	-0.172727759
Q15084	0.071120329
P52597	0.120345386
P27694	0.156950699
Q6PKG0	-0.245914303
Q13283	-0.178239768
P05556	0.064799853
O75116	-0.228434049
Q86XP3	0.049845264
Q6DD88	-0.023029568
Q9UMX0	-0.212253975
O95573	-0.518346829
Q14160	0.074529914
Q9UKK3	0.409405734
Q08378	0.031572978
P30876	0.042816839
P78344	-0.291390049
P18669	-0.23717117
O15294	-0.030332447
O95994	1.429839168
P17301	0.164716834
O60218	0.186679756
Q9BXJ9	-0.291095047
O60488	-0.240617105
Q05397	0.078230955
Q13509	-0.520832163
P43686	-0.309255104
P30153	-0.045860829
Q8N1F7	0.005501976
P49419	0.397613538
Q9Y265	-0.232922401
Q7L576	0.3368199
O60287	-0.171508011
Q9UQ80	-0.318082824
Q15418	-0.142680314
P54652	1.219603784
Q02817	-0.956278623
Q9UJS0	0.279699286
Q96KR1	-0.072201977
Q9Y6D5	0.074626808
Q6PL18	-0.32348452
Q9BZK7	-0.242880647
Q9NQW6	-0.548598668
P09936	-0.345677563
Q9UPU5	0.153201843
Q14152	-0.231740348
Q9P258	0.057468612
O60502	-0.062091524
P22234	-0.353185443
Q9H2G2	-0.197575267
Q13409	-0.33803098
P24752	-0.488410999
Q9HCC0	0.317572942
P13637	-0.134144884
P00367	0.254991643
P06748	-0.301712232
P38919	0.128963753
Q01518	0.26703876
P46087	-0.336218752
P55884	-0.303781808
Q9NR45	0.463136867
Q14566	-0.087988175
P31946	0.16824462
P48506	0.667428004
P30622	-0.716606507
P50454	0.601921993
Q86UE4	-0.115515485
O60341	-0.051097989
P57740	0.027316185
P42167	-0.187251819
Q12788	-0.136299773
Q9BZZ5	0.00551959
P15170	-0.098994009
Q15366	-0.097020659
P42345	0.114158809
P51812	0.123223159
P13489	0.119569386
P04792	-0.270172415
O95163	-0.333319112
O14617	0.016801922
Q9NNW7	0.554030641
